geo_type,region,transportation_type,alternative_name,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
sub-region,Kymenlaakso,driving,,100.0,100.23,102.59,108.58,126.02,134.96,123.36,103.09,101.28,105.26,110.44,122.04,114.27,111.83,103.63,110.63,105.3,98.45,120.88,118.21,116.47,105.03,101.59,100.43,111.45,119.06,122.62,110.05,102.47,97.56,102.44,120.92,182.71,126.14,122.58,111.14,118.52,129.78,121.93,135.61,135.58,128.69,114.35,114.62,118.14,114.46,126.14,120.22,112.53,101.12,103.98,103.63,106.92,127.61,135.07,118.87,100.97,103.98,95.17,87.35,93.58,99.77,102.24,79.51,73.4,71.89,82.33,94.47,101.43,90.84,73.05,79.39,79.62,98.11,87.63,83.87,78.54,81.13,79.23,77.53,72.39,80.16,82.02,84.65,75.99,88.13,90.37,96.37,78.89,82.33,60.52,85.34,76.33,75.56,82.25,98.11,99.5,101.62,94.2,100.0,105.88,115.62,115.7,108.2,114.04,99.19,103.87,106.46,127.49,115.82
sub-region,Kyoto Prefecture,driving,京都府,100.0,96.03,99.51,105.14,134.38,147.71,110.79,104.13,104.42,104.22,108.52,133.59,139.71,107.24,100.26,103.6,104.3,100.03,121.0,134.29,106.79,102.41,100.82,97.68,101.12,127.86,151.39,121.95,130.58,110.82,105.17,105.14,133.38,133.53,115.16,108.39,111.57,111.2,115.23,136.28,179.18,154.9,116.91,107.58,105.49,100.39,108.87,115.72,105.53,106.92,102.31,104.25,108.98,127.18,114.49,115.91,107.96,118.0,122.43,119.28,127.18,140.1,117.18,124.58,130.26,133.34,176.74,184.71,159.97,134.28,131.45,135.87,136.9,122.05,129.3,137.01,123.37,106.46,93.64,93.13,92.73,99.78,94.67,81.9,75.46,74.15,72.49,68.75,74.34,57.62,55.7,64.56,68.21,69.83,63.28,57.33,59.49,56.29,60.8,59.93,57.35,57.78,64.16,56.1,57.68,59.71,60.34,62.64,63.4,67.62
sub-region,La Rioja,driving,,100.0,106.54,113.12,115.38,124.55,136.27,115.52,106.02,108.47,113.26,106.91,136.74,152.12,130.06,109.27,116.37,113.26,122.86,159.88,175.73,153.67,111.05,112.89,131.75,116.09,148.54,178.17,145.91,108.94,118.72,128.55,127.33,164.06,195.53,162.65,114.35,115.9,120.65,129.12,183.68,191.53,177.47,146.99,133.21,133.73,138.62,187.02,216.75,183.02,115.66,119.8,122.67,122.15,161.19,170.08,149.01,112.61,102.96,105.64,77.89,75.31,45.11,24.41,29.21,26.29,23.57,23.14,28.55,12.46,14.72,24.13,28.22,28.88,22.34,23.8,14.86,15.1,23.85,23.05,23.28,28.6,26.67,17.69,16.51,24.04,26.72,27.8,24.32,15.85,17.78,17.97,22.11,31.56,36.74,39.75,37.35,26.81,20.56,38.33,37.21,37.06,39.6,37.44,33.16,26.9,38.24,39.18,48.59,54.19,43.56
sub-region,Lampang Province,driving,ลำปาง,100.0,105.33,120.84,124.69,160.04,180.15,134.44,108.57,91.89,87.43,106.48,176.95,145.75,125.26,115.81,95.66,96.72,105.75,133.68,119.5,108.95,84.95,89.3,92.53,115.7,191.92,150.86,156.76,118.63,88.11,91.24,101.52,128.84,121.45,95.62,77.37,83.96,78.51,89.52,126.4,144.3,125.18,98.44,83.12,79.05,90.06,135.2,116.99,89.87,83.35,74.02,85.07,99.92,136.19,116.34,109.49,88.15,84.19,93.45,85.64,136.3,149.83,105.83,76.84,76.23,88.19,86.32,108.08,113.1,86.86,68.27,84.99,75.54,38.86,48.91,37.56,40.5,40.27,51.81,44.84,49.03,42.02,37.79,34.63,34.93,36.34,34.17,40.27,40.34,34.13,37.22,31.58,37.87,34.82,36.19,42.17,38.63,38.67,40.27,41.3,45.83,43.05,51.7,51.89,44.99,47.43,50.25,50.51,65.41,73.03
sub-region,Lamphun Province,driving,ลำพูน,100.0,93.76,114.83,112.07,156.44,171.57,122.78,99.82,97.23,94.0,97.53,138.26,147.62,125.66,89.17,92.64,86.34,104.83,119.78,141.49,116.6,88.35,83.52,98.35,112.65,187.29,155.68,173.81,117.95,107.24,88.82,100.71,141.44,137.32,114.77,90.99,91.29,93.76,100.94,132.43,138.55,110.77,87.88,77.63,87.82,92.29,140.02,137.55,106.3,97.23,80.87,91.7,93.53,133.67,132.61,119.07,92.29,87.29,89.17,81.4,113.83,103.41,88.46,77.81,69.45,76.81,83.52,100.94,97.29,89.35,63.51,70.1,66.1,50.38,50.56,46.32,47.68,44.08,46.09,46.5,47.09,46.91,44.67,42.2,42.26,38.55,49.03,45.09,45.03,44.32,53.21,40.26,41.91,43.91,58.86,49.5,54.38,47.56,47.85,49.26,48.56,60.57,53.5,60.15,61.98,58.86,58.8,52.32,72.04,77.16
sub-region,Languedoc,driving,,100.0,101.52,105.24,107.0,115.12,116.18,93.31,98.82,97.82,105.63,108.33,120.31,109.62,96.29,102.29,101.97,105.45,103.1,116.44,116.67,98.54,104.75,106.03,111.66,112.14,127.4,121.17,103.07,110.31,110.33,112.96,115.79,132.08,128.37,103.62,113.25,117.93,117.78,119.47,129.65,127.25,118.54,115.88,115.41,114.61,114.62,134.16,143.73,105.37,102.98,105.99,110.57,110.47,121.63,122.34,101.25,99.74,100.99,105.03,94.65,98.01,90.15,58.71,60.32,37.11,27.03,27.02,25.93,20.4,18.82,26.67,26.5,28.08,27.74,26.6,22.46,20.4,27.53,29.77,29.41,30.75,28.86,23.76,24.01,32.21,32.28,33.57,34.28,34.66,26.72,21.32,24.88,37.3,37.68,38.91,37.61,29.78,26.45,38.24,38.92,39.6,41.35,38.96,31.43,30.71,41.4,54.15,50.93,49.43,38.94
sub-region,Laois,driving,,100.0,106.69,106.5,111.29,134.45,148.03,123.49,110.04,112.53,112.93,130.77,142.65,164.37,136.88,105.05,113.25,106.5,111.48,149.67,137.2,139.37,101.18,101.25,108.46,121.78,148.43,136.94,116.67,115.88,112.66,117.32,124.21,157.09,138.19,134.38,124.54,128.94,149.87,151.9,188.19,163.91,152.23,117.91,107.87,126.38,129.33,157.35,131.36,128.02,113.45,121.92,122.51,119.03,151.38,155.97,146.39,116.93,98.69,104.59,99.74,93.77,86.88,78.48,68.11,58.92,58.4,75.85,68.18,68.31,67.39,52.1,48.29,55.45,50.79,65.29,35.24,27.36,37.34,34.25,28.35,28.81,29.79,25.39,26.12,31.3,34.25,37.4,36.42,30.05,25.66,16.67,29.86,35.1,33.46,40.81,38.12,26.38,24.21,44.29,40.29,38.12,44.88,43.83,29.0,26.71,36.29,38.71,41.73,38.65,43.18
sub-region,Lapland Region,driving,Lappi,100.0,99.32,109.23,104.84,132.59,133.14,125.93,98.66,98.59,105.18,111.91,130.23,135.57,133.14,108.59,113.39,118.27,115.02,127.45,132.3,128.43,104.64,112.75,112.57,116.89,132.7,146.82,130.66,110.77,105.59,115.23,129.11,159.98,310.39,187.75,161.45,156.64,165.57,179.18,248.3,336.86,196.57,159.84,146.16,144.95,151.68,201.55,234.64,160.43,134.18,134.43,141.89,134.82,150.43,184.59,132.95,114.02,106.61,106.57,106.64,124.59,169.55,103.95,75.86,83.55,74.0,74.25,94.45,118.8,63.98,55.84,48.2,45.61,49.95,64.0,52.14,41.77,42.34,38.2,42.07,43.73,47.43,44.36,39.82,38.64,41.68,44.75,48.89,42.89,44.14,33.14,40.3,41.39,42.32,43.0,46.57,44.52,42.02,42.82,42.48,44.66,43.86,52.23,45.64,57.89,43.07,46.2,47.55,61.14,51.25
sub-region,Lazio Region,driving,,100.0,101.43,104.0,104.97,115.76,123.55,97.68,100.48,106.02,108.93,109.25,120.48,123.48,103.23,100.41,101.92,104.02,106.41,113.64,115.87,100.86,98.92,101.85,104.53,105.55,120.46,122.51,99.97,101.99,108.36,109.75,118.65,147.41,137.71,132.22,108.37,113.05,118.44,125.21,133.28,137.12,116.94,115.5,104.72,101.65,102.49,112.31,115.29,82.92,89.08,91.45,88.39,86.05,86.71,79.66,68.87,54.07,33.72,27.26,19.16,17.22,13.72,13.01,15.49,15.17,14.9,15.5,16.12,12.85,10.67,14.09,14.08,14.13,13.37,13.86,12.43,10.66,14.13,14.91,14.91,15.45,15.56,13.61,11.7,15.99,16.66,17.16,17.82,19.02,16.35,9.14,10.79,16.9,17.91,18.14,18.62,16.78,14.5,17.61,18.62,18.87,19.94,20.99,16.32,17.92,20.59,20.98,22.19,22.47,16.14
sub-region,Leitrim,driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Lesser Poland Province,driving,Województwo Małopolskie,100.0,97.7,100.96,110.53,145.73,138.02,123.92,109.12,106.17,99.83,110.38,143.89,134.46,116.88,112.71,98.97,97.28,104.59,129.75,125.35,117.4,111.42,110.66,106.63,109.55,133.22,165.99,133.41,118.16,111.0,111.17,125.83,169.44,180.93,146.73,124.72,118.12,121.77,123.24,154.58,144.09,117.49,103.69,101.01,96.63,105.71,135.99,112.99,107.78,94.55,91.86,89.59,94.23,115.42,104.74,101.33,87.06,82.3,79.04,70.3,61.08,43.22,32.66,31.22,30.61,31.73,31.12,29.09,23.07,23.37,25.51,26.78,22.37,24.35,26.84,23.4,21.59,23.27,24.79,24.19,23.98,24.17,20.45,20.6,24.48,26.41,27.76,27.74,24.96,16.47,13.05,19.14,25.64,28.81,28.69,29.63,25.41,26.05,35.43,35.75,37.22,39.49,41.46,33.58,40.45,42.38,46.12,42.6,52.52,37.82
sub-region,Liberec Region,driving,Liberecký kraj,100.0,101.64,106.78,114.95,152.74,152.6,146.76,105.14,99.4,99.63,116.89,142.46,159.45,142.39,111.88,113.42,112.88,116.26,157.68,181.98,160.08,138.45,118.76,126.57,139.15,185.35,236.05,177.3,127.94,123.93,126.57,137.58,186.32,216.32,184.85,140.49,150.37,158.48,138.22,174.17,206.54,167.02,127.04,129.91,133.01,138.38,153.67,177.34,154.71,107.64,118.09,115.19,122.83,157.28,144.39,140.05,104.04,92.72,102.5,86.45,95.93,101.27,91.56,58.64,60.38,60.85,55.51,53.47,46.16,53.47,59.05,68.19,69.03,60.51,79.27,76.74,53.84,60.68,61.11,63.58,69.63,67.89,64.69,70.69,77.84,84.68,97.56,97.93,98.4,106.38,101.64,75.43,84.75,95.66,113.22,107.84,118.22,110.78,100.4,105.44,110.51,118.36,119.16,101.44,120.16,109.41,109.91,97.96,110.41,123.36
sub-region,Libertador General Bernardo O'Higgins Region,driving,Región del Libertador General Bernardo O'Higgins,100.0,83.93,95.32,99.48,134.93,154.07,138.78,103.91,92.56,91.52,98.76,146.39,158.87,152.59,119.36,99.96,94.11,105.11,148.91,162.46,153.85,119.81,118.86,110.79,133.25,171.6,187.95,173.4,134.75,117.29,129.49,129.49,163.96,175.84,166.01,147.91,126.38,144.61,153.37,189.15,189.52,186.58,125.95,103.33,110.94,115.9,137.93,144.28,111.46,87.43,78.86,73.81,80.3,117.77,126.79,88.49,74.25,68.25,65.85,65.59,96.02,104.02,77.6,50.35,39.78,40.97,34.23,32.64,28.97,20.66,31.17,27.99,25.84,29.3,28.58,24.25,24.34,28.43,31.69,31.8,37.08,32.88,31.01,23.01,29.47,35.67,34.91,37.45,22.42,28.23,22.29,33.38,33.28,33.73,35.15,38.67,32.71,31.71,37.78,36.23,39.52,38.47,37.99,42.08,30.36,37.02,37.65,47.04,44.45,37.89
sub-region,Liguria Region,driving,,100.0,104.39,105.57,102.63,121.08,128.94,124.82,100.39,99.69,106.09,101.57,118.26,124.89,131.12,100.35,101.43,102.38,105.0,119.18,134.41,135.41,111.75,114.26,121.18,119.72,145.53,159.87,163.45,112.64,113.94,120.61,124.26,164.76,184.52,195.24,122.9,117.07,116.93,128.22,157.87,182.05,176.91,111.54,102.53,100.35,99.14,114.67,108.12,104.58,87.65,89.48,91.26,83.93,96.87,123.77,96.76,65.46,45.39,37.27,28.28,27.43,21.88,22.05,24.82,26.03,23.51,23.13,24.64,20.0,17.61,21.32,22.23,22.69,21.03,22.17,20.6,18.16,23.3,24.98,23.62,26.36,26.06,22.74,19.91,25.87,27.4,35.05,32.96,31.97,27.87,18.45,19.75,27.63,30.36,29.06,28.89,26.12,23.73,27.97,30.02,32.46,33.09,35.75,28.09,27.14,33.22,35.44,36.25,35.05,32.46
sub-region,Limburg,driving,,100.0,99.53,104.64,104.97,107.54,107.38,102.13,104.59,116.95,104.82,102.73,108.77,108.29,106.83,102.57,104.5,103.58,107.0,113.15,111.48,102.92,116.18,110.97,104.56,104.41,113.48,116.41,88.07,102.91,101.34,105.48,104.83,115.44,115.7,98.55,106.55,110.53,116.67,112.17,117.1,94.85,81.94,87.81,89.27,100.94,102.15,107.45,104.98,97.53,98.86,99.74,104.86,108.41,113.39,114.31,102.2,98.2,97.29,104.28,87.19,82.26,74.8,60.28,59.46,57.95,57.46,55.69,58.02,49.09,42.78,48.93,52.21,56.39,55.96,59.93,51.58,42.19,52.54,56.39,57.4,57.15,61.94,54.35,52.69,60.37,62.53,65.31,67.87,68.98,58.58,41.88,51.25,61.2,65.91,68.55,70.18,59.24,58.03,66.44,72.05,75.32,78.28,76.85,69.19,62.61,63.62,73.71,75.36,77.56,80.7
sub-region,Limburg Province,driving,Provincie Limburg,100.0,101.2,105.75,105.5,113.91,118.1,105.2,101.57,104.51,109.43,104.89,112.68,121.63,110.08,103.71,104.93,113.4,113.56,123.92,124.8,106.89,107.19,107.94,113.36,108.76,120.17,127.39,94.61,105.65,106.23,112.82,110.29,122.37,133.46,109.02,106.11,108.84,116.18,110.8,130.88,123.4,103.84,113.74,115.86,116.35,116.2,128.01,127.97,110.78,105.5,103.15,112.96,111.58,124.5,131.26,109.64,104.87,103.98,104.27,85.1,78.25,65.79,61.3,63.92,60.01,49.64,45.7,43.27,39.02,39.28,41.16,44.31,45.33,48.08,45.54,44.32,35.43,43.42,48.57,48.4,47.81,47.82,45.73,45.21,50.81,56.44,59.19,60.2,61.4,59.22,45.11,42.87,53.71,59.08,63.78,61.32,51.44,52.58,57.7,58.75,62.4,63.4,60.29,55.84,58.8,59.47,59.26,61.88,62.87,56.86
sub-region,Limerick,driving,,100.0,119.42,118.18,121.73,131.69,146.27,143.65,123.64,128.06,125.51,134.54,157.59,144.75,140.25,143.85,137.89,136.75,156.89,160.52,140.02,143.62,127.91,133.23,138.22,134.08,149.02,133.74,104.48,120.88,121.19,141.31,151.05,178.6,146.17,125.28,144.93,156.58,172.89,170.5,173.48,146.81,136.01,127.08,137.91,140.46,149.82,163.5,120.55,152.24,148.59,148.35,159.62,165.25,155.14,149.59,123.38,120.91,123.69,119.65,114.25,96.73,80.48,70.52,69.8,65.07,68.8,72.63,71.06,59.52,71.32,55.2,53.88,57.12,53.29,66.82,38.55,29.5,32.36,36.21,34.59,37.5,35.88,29.01,23.89,35.39,39.99,42.49,38.35,36.37,30.48,23.46,32.23,38.43,40.59,36.91,37.14,33.44,33.26,41.18,42.08,39.51,38.71,41.56,35.52,32.2,44.73,43.36,40.48,39.45,47.66
sub-region,Limousin Region,driving,,100.0,97.77,107.31,104.23,109.25,107.22,94.03,100.15,101.16,103.22,103.76,113.08,114.07,91.47,98.93,98.42,101.76,108.42,112.39,106.85,93.16,103.17,105.07,112.54,112.77,116.08,116.21,99.1,105.33,106.78,114.31,116.16,130.35,133.38,118.08,111.88,111.47,115.0,118.72,134.59,133.01,114.8,115.53,111.51,113.39,116.27,124.87,114.83,98.92,104.2,105.24,107.44,105.66,110.25,107.38,94.29,99.93,101.21,102.36,95.39,93.67,79.16,64.5,66.87,46.48,33.31,30.03,28.73,20.76,20.3,29.02,30.4,29.14,29.85,28.58,22.63,22.85,31.41,32.52,31.01,32.38,30.78,24.59,25.11,36.18,34.93,35.9,38.42,35.8,27.17,23.79,30.75,39.84,42.9,41.46,40.23,31.98,30.52,43.6,45.15,43.8,43.86,42.4,32.51,33.82,47.29,64.24,55.7,51.17,39.78
sub-region,Limpopo,driving,LP,100.0,102.67,97.36,101.25,116.69,93.34,89.36,88.31,86.93,89.26,105.24,133.85,113.14,98.61,93.11,92.94,99.36,93.38,134.43,108.58,95.64,94.9,91.39,96.79,99.39,141.28,106.59,88.95,87.6,93.99,101.01,110.61,149.49,108.58,108.34,102.74,103.31,113.21,116.82,137.64,105.64,103.58,92.67,102.94,102.53,109.26,174.02,125.47,121.59,90.1,101.69,96.96,108.38,155.3,105.2,96.08,95.2,94.46,90.14,82.23,134.32,113.68,84.86,82.74,83.99,97.13,94.26,140.03,98.85,80.27,85.88,91.79,110.88,80.34,20.98,16.59,21.82,24.02,28.31,29.9,30.44,36.05,26.18,26.52,32.91,38.34,32.94,33.51,28.95,27.43,26.01,31.99,34.53,33.72,37.2,38.24,31.76,31.05,36.42,35.3,33.75,38.45,43.85,39.32,36.59,34.43,43.34,42.84,45.51,61.66
sub-region,Liège Province,driving,Province de Liège,100.0,100.9,106.92,110.44,118.52,120.65,105.17,113.75,107.47,110.17,107.17,123.7,119.72,106.55,103.14,103.54,108.6,108.38,119.78,125.32,106.26,107.99,113.18,115.84,110.56,128.91,129.29,99.08,110.55,112.49,121.12,117.61,135.15,133.99,111.6,116.79,115.59,120.66,117.68,137.76,129.0,105.65,115.32,116.86,117.96,117.97,138.1,125.07,109.59,114.1,109.67,115.33,114.03,135.86,137.28,116.64,111.93,108.79,111.77,96.37,94.03,74.38,65.51,69.96,65.23,50.63,44.59,40.43,34.53,33.51,39.64,40.42,40.48,38.97,41.09,36.88,29.06,38.59,41.01,42.88,42.29,42.47,39.71,36.33,46.66,48.78,47.93,49.43,51.67,45.67,38.6,39.49,51.31,52.22,53.05,55.65,46.93,44.58,55.1,56.26,58.47,58.87,57.77,55.44,48.52,59.97,57.69,62.66,61.15,57.16
sub-region,Lodz Province,driving,Województwo Łódzkie,100.0,101.58,106.84,112.65,130.02,117.12,97.6,98.9,98.32,113.83,108.77,125.84,111.41,96.91,99.62,105.59,114.51,110.87,128.42,105.74,95.61,107.01,106.25,111.11,117.93,139.76,118.69,101.06,112.07,106.85,107.32,113.16,138.22,126.54,106.73,109.98,112.7,113.81,114.97,131.86,121.73,105.94,100.78,105.67,107.73,117.54,125.43,96.83,95.28,101.14,103.23,106.06,110.96,124.27,99.72,97.16,99.19,92.27,90.46,83.07,73.64,48.85,39.67,45.44,45.09,48.55,48.12,45.45,35.52,34.24,42.93,43.94,39.35,40.36,41.47,36.82,32.88,40.34,40.24,39.77,38.24,40.22,31.87,30.95,38.74,43.86,45.37,50.46,45.7,25.88,19.88,27.07,44.08,45.69,50.3,49.03,37.75,38.92,54.05,57.05,56.65,61.08,65.56,53.81,56.41,66.96,72.54,70.81,87.03,57.55
sub-region,Loei Province,driving,เลย,100.0,95.1,108.52,129.05,203.41,226.49,122.16,95.95,97.37,97.02,104.62,186.08,200.36,114.7,86.43,86.58,79.19,96.66,139.42,154.83,106.11,108.59,95.53,92.83,110.44,230.26,277.34,196.45,109.73,94.03,92.54,107.46,171.16,132.17,94.53,99.36,86.08,89.2,97.3,149.86,141.97,91.48,83.59,81.32,88.49,93.61,145.6,133.17,92.68,84.16,79.9,83.38,92.26,153.69,133.88,85.72,88.42,83.03,90.7,74.36,103.62,103.84,69.67,65.7,86.51,87.86,72.8,91.55,86.79,55.18,61.51,57.81,50.21,31.68,38.92,38.21,39.13,40.63,44.25,40.2,33.52,38.85,37.29,37.22,41.55,35.44,42.4,46.45,39.49,32.39,43.82,33.03,30.33,36.29,38.35,37.0,34.3,37.5,51.85,45.24,42.47,40.98,40.55,47.16,42.54,40.91,48.01,52.84,68.82,62.57
sub-region,Lombardy Region,driving,Lombardia,100.0,104.26,107.36,106.48,115.38,127.23,106.45,100.58,102.83,106.17,107.73,124.67,126.26,107.33,99.04,105.74,107.67,108.48,117.24,124.44,104.7,98.85,101.75,104.71,107.29,120.96,127.86,116.56,105.06,109.22,115.62,119.96,138.23,138.13,119.07,111.91,114.93,127.65,123.23,140.76,129.11,95.1,81.22,77.06,74.82,75.36,81.09,76.04,67.72,71.08,79.22,79.35,73.73,76.42,74.97,50.7,42.54,32.89,29.01,21.71,19.68,14.63,14.45,18.36,17.98,17.96,18.17,18.47,16.63,12.19,15.67,16.03,15.92,15.56,16.0,14.74,12.42,16.12,17.1,17.15,17.97,17.87,15.96,14.33,18.11,19.66,21.06,22.18,22.93,20.05,12.1,14.16,20.65,22.17,22.94,22.64,20.4,17.87,21.38,23.05,23.81,24.72,25.05,20.7,21.31,24.49,25.65,27.33,26.46,20.95
sub-region,Longford,driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Lop Buri Province,driving,ลพบุรี,100.0,90.79,97.48,103.07,141.67,173.68,130.41,95.39,89.77,83.7,98.25,163.23,185.93,134.39,95.83,98.83,95.76,95.1,154.82,216.7,138.12,104.64,106.94,108.48,116.05,270.1,264.73,170.8,154.57,92.43,104.24,106.65,168.75,171.78,118.53,102.78,101.9,99.85,102.41,160.71,211.48,127.45,97.66,99.09,93.42,91.48,181.62,154.24,108.66,90.35,93.79,94.59,102.08,168.46,161.59,114.07,87.21,87.98,92.8,100.58,132.49,127.23,81.83,87.87,75.95,75.91,77.78,100.22,109.32,78.76,64.66,66.67,62.35,50.88,51.28,52.89,49.52,47.22,44.23,43.35,50.04,48.28,51.79,48.06,44.77,44.81,40.2,47.73,52.34,54.79,50.58,45.5,43.13,50.48,53.51,59.36,62.28,54.57,52.6,57.86,52.08,53.4,74.78,68.9,58.48,60.56,60.16,72.19,86.15,94.19
sub-region,Lorraine Region,driving,,100.0,99.84,104.27,103.67,110.99,107.28,91.17,99.24,97.95,102.08,102.53,113.59,109.87,90.81,98.33,98.28,104.33,101.87,111.16,115.0,93.4,99.4,102.97,112.03,104.4,112.66,122.95,92.57,100.9,103.0,109.79,111.49,125.44,121.09,100.14,109.58,106.92,106.4,109.06,122.28,120.24,96.82,107.3,107.09,104.07,106.83,111.86,119.81,92.34,98.26,99.79,103.34,103.62,108.58,110.66,88.64,94.25,94.29,96.61,90.11,87.31,77.89,55.5,58.39,33.82,26.46,25.3,23.8,18.49,17.23,25.9,25.68,25.91,26.13,26.7,22.31,21.93,28.55,28.6,28.97,29.65,28.02,23.62,24.08,31.86,32.3,32.84,32.5,29.16,26.2,21.28,25.57,37.25,38.78,38.12,37.65,30.42,29.92,40.68,41.94,42.25,41.48,40.56,32.15,32.59,42.42,53.76,49.98,47.91,35.16
sub-region,Los Lagos Region,driving,Región de Los Lagos,100.0,100.6,112.29,113.84,108.72,122.92,113.13,110.22,110.05,107.38,122.36,129.37,130.6,116.55,132.58,123.61,121.78,119.88,133.03,145.43,135.68,143.45,151.41,188.62,180.4,201.03,205.21,184.38,183.8,193.29,187.56,198.36,206.13,186.18,158.19,182.63,187.73,185.84,188.79,192.68,188.96,143.71,142.37,122.92,121.48,121.43,129.24,132.73,97.59,87.48,86.51,82.1,79.9,85.78,93.8,64.39,65.4,69.51,64.17,71.38,85.63,76.89,59.05,51.34,44.46,33.96,30.99,32.32,28.0,14.55,21.82,21.69,21.54,22.44,27.85,23.91,20.23,26.79,25.29,22.9,24.68,21.05,21.97,18.46,27.24,23.03,27.18,31.63,22.14,20.85,17.56,24.3,26.43,27.33,25.72,29.87,26.55,17.93,29.55,26.23,33.03,29.78,28.79,29.31,21.93,27.54,27.65,28.9,35.98,30.6
sub-region,Los Ríos Region,driving,Región de Los Ríos,100.0,101.16,102.5,105.86,136.96,131.91,131.22,119.88,114.96,142.13,136.91,142.22,163.26,140.84,146.14,137.04,133.64,154.98,163.09,173.52,180.08,187.88,192.24,202.59,240.32,246.79,266.97,245.67,222.81,251.01,239.46,232.64,255.28,253.47,210.05,222.25,213.07,215.74,225.87,236.96,240.23,181.37,170.07,137.73,136.35,143.98,150.15,202.07,146.4,112.94,86.63,81.72,69.81,85.77,90.77,75.81,60.85,75.2,87.45,74.08,70.07,75.55,60.93,45.71,40.45,41.83,33.72,25.49,19.36,12.94,15.61,17.34,16.39,20.01,18.8,16.99,12.12,18.71,19.66,21.86,18.71,18.41,21.6,16.95,21.09,22.42,21.99,24.11,19.53,18.59,16.34,20.48,21.3,18.15,25.74,27.64,17.81,15.78,20.44,23.37,22.42,19.28,27.3,21.52,19.1,23.5,18.93,26.22,28.42,24.23
sub-region,Louisiana,driving,,100.0,95.97,89.05,93.0,111.95,105.54,77.39,86.05,87.81,86.62,89.39,108.9,104.08,65.51,82.81,85.28,85.55,90.12,111.19,108.78,69.82,84.04,87.38,83.74,89.2,112.79,110.46,80.8,84.45,91.05,92.59,102.7,137.45,127.11,83.59,91.46,96.35,99.49,102.73,150.55,153.04,116.3,112.2,116.79,105.96,105.21,124.64,120.29,84.97,94.81,98.71,93.15,107.48,132.17,132.84,92.39,98.57,101.3,103.14,104.32,114.88,102.63,73.64,78.14,69.03,66.5,64.69,69.27,52.37,39.24,49.32,46.69,49.26,50.78,55.25,45.75,37.45,47.4,48.62,50.13,49.44,54.45,43.06,36.72,48.82,50.01,52.2,54.71,55.14,48.08,30.6,53.44,55.06,59.5,61.13,65.58,54.17,41.01,61.98,62.76,60.95,63.07,73.79,64.38,51.76,65.53,63.99,64.93,73.85,83.4
sub-region,Louth,driving,,100.0,104.56,104.82,110.27,121.9,124.55,112.48,115.24,101.77,110.6,114.69,118.07,131.8,115.9,99.45,93.15,106.04,106.48,131.32,127.24,121.27,98.2,106.66,104.78,102.72,128.63,123.67,109.16,101.58,99.71,109.97,110.42,142.44,123.63,120.02,117.74,118.73,124.0,128.08,149.69,130.92,124.51,104.71,108.21,125.03,118.55,136.33,155.8,122.6,108.43,122.67,122.3,112.88,131.32,138.13,122.56,114.57,102.47,103.94,87.45,91.09,95.88,68.13,66.43,51.34,63.08,63.89,78.43,60.43,65.7,57.12,52.63,49.47,54.69,71.33,43.21,30.7,41.44,33.64,35.41,36.14,40.38,32.32,30.22,35.0,40.89,35.48,32.39,35.77,27.79,19.99,24.7,31.84,41.07,40.23,46.67,34.23,29.78,43.84,43.91,45.79,40.08,44.98,35.19,30.99,39.49,46.01,40.89,40.89,56.2
